Transaction_ID,Customer_ID,Transaction_Date,Product_Category,Payment_Method,Transaction_Amount,Discount_Applied,Is_Fraudulent
965ec683-b682-4bd7-bb3d-d0778053d44a,92ce1b88-1af5-46d1-97a8-69973ade0cb1,2020-06-09,Home & Kitchen,PayPal,1646.93,20.0,1
c3b64d54-31b4-43e9-b523-d1e6221cd1c9,a4891b3f-7397-4e0d-bb01-99354f1f6417,2021-05-04,Home & Kitchen,Credit Card,2764.08,0.0,1
375d410c-50a7-408f-98b0-01bfa3d3ae30,e52fc588-b6df-4ecc-b2cb-d79bb216b741,2021-06-02,Home & Kitchen,Cash,,50.0,0
1997d9f5-6941-47dc-9d9d-c47e3bb1b06a,97c8da7f-86a8-43b8-bc65-ade8e74234bb,2024-04-25,Beauty,cryptocurrency,3815.85,,0
130649c1-0279-4a1f-8d50-371c7dfdc9d9,19f76b12-6ad2-46f8-a0c7-5d92b66ceb4c,2021-10-01,Electronics,PayPal,6246.56,20.0,0
8b951d45-16fd-4087-947d-8e2e4daa0249,eba9c510-2f06-4d58-bc86-235425225708,2021-09-07,Electronics,cryptocurrency,,50.0,0
825a17fb-f98d-4626-89b2-5dabca854512,9f766074-2b38-410f-9396-dbdd8d162a14,2021-11-17,Beauty,Credit Card,,50.0,1
8ce99b2f-dbf7-48cf-9bdf-4ec794f05aa5,bbe15004-56e5-42c4-bb85-c3d4d5d74b35,2020-02-26,Clothing,Cash,,20.0,0
2e729601-9cbc-41c8-a6d9-67d188424824,f14c0361-a263-4877-99f8-91e9983d3f73,2023-09-20,Clothing,PayPal,,50.0,0
71d14e2e-2a42-4ffb-9624-d1ce39fcf95f,fc684978-8116-47bf-868d-0ca878e899c0,2022-07-14,Clothing,Credit Card,,15.0,0
c38c0873-1c36-445c-bb5e-542b5f558a12,e174add5-8aed-45d2-b78e-68bbdc400a38,2021-01-15,Beauty,Credit Card,6659.21,15.0,0
ede8ee4a-1fa9-4e22-a70b-855d63e86ac2,d137961b-c0b6-4176-a8ca-3567945489a1,2022-10-31,Toys,Credit Card,,50.0,1
df78f939-48c8-408e-919e-9688524e9876,e2dea7f7-15af-4869-80f9-670a86c28e2e,2021-06-21,Home & Kitchen,Cash,3766.49,10.0,1
b5efec05-8aa7-4e59-9661-eebe0f91fdb4,9fdbafe0-807f-44c0-97c2-fec02cf189c9,2020-11-30,Toys,Debit Card,,15.0,0
34cd6928-8aea-4137-8230-67667d1b160c,e21edd12-ad2a-4561-b981-333af0b9d172,2021-08-12,Toys,Credit Card,1465.72,0.0,0
cebaa940-d8b5-4d66-b019-e49117c5ae04,38c9bdd2-4d01-4164-800f-58d53f9ff8c0,2022-08-20,Home & Kitchen,PayPal,8780.82,5.0,1
d6aa6c2c-ecf7-4906-94b1-1636ae62683d,6b8395b4-e804-4f5f-8610-9723469b9afd,2023-02-18,Beauty ,cryptocurrency,,5.0,1
f0dfd49e-2029-48ba-a8d8-062bf713d3f3,8d996608-aad3-4c27-9884-c1300bd8c230,2023-07-19,Clothing,PayPal,2812.14,,1
af7eede7-6468-4df7-a311-d2f2363c4e0e,b985bea2-da03-470c-aa86-8925350eb0d5,2024-01-19,Beauty,cryptocurrency,,20.0,1
03a92ee3-9731-4ed7-8e51-d076bf6e94b2,57995649-7956-42a5-a382-d84a175f99b4,2024-03-25,Clothing,PayPal,327.53,10.0,1
9c18a062-7957-4ced-8bad-6b0838e1cc05,59a0558b-cac8-41b5-8d55-f8d48e9deabf,2021-07-17,Clothing,cryptocurrency,,5.0,1
ca1deeaf-b1b6-42e8-bde4-17c46cd74698,aa24eb68-ce26-46b6-84f7-c4e48d451934,2022-03-08,Clothing,Cash,1263.32,15.0,1
ac2329dd-9713-485e-9a77-7a176072715e,f06b4712-567b-4df6-baab-f232450d7989,2022-10-28,Toys,PayPal,4350.79,5.0,1
efb7e4b5-c26f-41d3-a450-355f0a236777,92021c73-684b-433f-8c53-adc10107779c,2024-06-21,Beauty,Debit Card,,0.0,1
5942f175-55a8-4348-8abc-c6b7c95c286f,d8556d35-37bb-4066-a87c-32e299943cd3,2024-04-20,Electronics,Credit Card,,15.0,0
81eae2e8-221f-4147-8b43-76962e27917b,ea6e3984-1867-4d64-87fc-889bd196482a,2020-06-02,Clothing,Debit Card,,10.0,1
b695a5e3-d11e-4158-a7be-a8404a978052,22510e10-286e-4c69-954a-07a605140607,2021-02-01,Home & Kitchen,Debit Card,7389.63,5.0,1
33e341a6-bd13-4fa7-bde5-c8067ed74e89,b823cd67-2c0a-4c73-a1d1-bbe8e0473db4,2020-10-14,Beauty,PayPal,,,1
36a58f1a-3d70-4e25-ba68-d2faa2ea6809,a3bdaaab-5daa-4df4-b550-17033596ba4f,2021-01-04,Beauty,Credit Card,5868.69,0.0,1
f4834684-7b19-40cb-b957-36c69912ad81,706d303e-5f50-4d58-86c6-7b385c0e866a,2020-08-28,Home & Kitchen,cryptocurrency,7410.16,20.0,0
53d47bfd-902d-4fb2-b09e-04909207f74a,cd48d8e4-d12a-4972-af0f-128f2a2ff690,2022-12-29,Toys,Credit Card,,50.0,0
53424d65-4a1b-4d95-a73c-3f5362e187bf,a4891b3f-7397-4e0d-bb01-99354f1f6417,2023-08-14,Beauty ,Debit Card,,10.0,0
a342b46a-396d-4a57-a63e-64a87a5104f8,11e938cd-7bd2-4ac1-8aae-5053096a52bf,2023-01-31,Beauty ,cryptocurrency,2425.46,,1
f1dbd83b-0629-43d1-b459-a56786d78034,b67e8ff4-dda8-486b-ba99-957b51641a5f,2022-03-21,Home & Kitchen,Credit Card,,,0
36fef8ed-f9bb-4e1e-9aae-9ddb91ea2a1f,4d3e7d6c-02e2-467f-ae79-1446e09a3c59,2024-10-26,Beauty ,Credit Card,,5.0,1
e7db7e05-d537-45e6-b730-5c9a0a4b5814,11679363-c16c-4baf-8562-8f51459f658c,2022-05-14,Home & Kitchen,Cash,7305.19,5.0,1
d465ac91-b2c7-4e54-b56d-fbdeb6086179,52e7767b-fa16-4b5d-932e-cef9e64fab74,2022-08-30,Electronics,Debit Card,2533.34,5.0,1
e230a5fb-2134-4deb-8253-90a42ce14ab8,5830c48c-514b-4270-9032-bca7fce93d91,2023-04-04,Clothing,Debit Card,,50.0,1
4263532d-4af2-4c98-87e5-a439e6c0f7d8,7e477690-42f9-4d53-a51c-57711489a09a,2021-01-11,Home & Kitchen,Credit Card,,50.0,0
e61ae108-0ba2-47f1-b1d5-dae9c210c7da,b21ea987-3eeb-4d39-8278-76df839cb631,2023-12-17,Beauty ,cryptocurrency,3932.34,20.0,0
36570221-8740-48ee-bc92-bd599c65a934,f913015b-95a4-4017-afa4-c91041df850e,2022-12-12,Toys,Credit Card,,0.0,0
295492be-4128-44b9-818d-26e57aea2067,974e4282-e6e9-4e1f-ba83-4d86eb3bb3e2,2024-09-17,Toys,Cash,8410.29,20.0,0
f1b3fd91-3db0-4604-9da5-222c2b7f7a94,fbe5ab24-c540-4dd3-afb8-c53468283e39,2021-05-10,Electronics,Cash,8618.12,50.0,0
322a477d-a790-4a25-9697-761349023b8f,804cea3a-4a0a-442b-8040-ce5e6e9e18f0,2024-02-07,Beauty,Credit Card,,5.0,1
68ef3d24-ab72-4ff9-b0cb-0e5d64734184,75e448cf-ce11-4c5a-823d-0de2b2028eb1,2021-09-08,Toys,cryptocurrency,,50.0,0
e397bc02-d572-412f-8ce5-d94371d7009c,27eadbc5-5b62-4299-8e67-97688bce31ff,2021-01-19,Toys,Credit Card,8548.03,15.0,0
47330f4c-c055-4b6d-9aaf-964fbcaaf85a,7bf2782d-d3d0-4273-95c0-861ebcecf1d1,2022-10-18,Beauty ,PayPal,4453.68,15.0,1
2d92b948-47dd-49e7-bd25-7958b6c5ca76,408b1761-ddf9-4789-9e2c-76366564bb4c,2021-11-23,Electronics,Debit Card,3319.72,10.0,1
a4f48d57-4f53-4e3a-87e8-1ffbdf98282d,d0d22c4d-27ec-4b36-8d78-7c0dc8f482c3,2021-03-19,Beauty ,Credit Card,,15.0,0
047d3eeb-072d-405b-a31b-fc89140a8bdf,32777139-1468-4834-a9da-26712287e723,2020-10-31,Clothing,PayPal,,0.0,1
0eb65a8a-298c-4164-af15-3351442140c8,0b297e72-cd7e-4d80-a8d6-8f40bcba6269,2024-07-29,Clothing,cryptocurrency,,5.0,1
6f787d44-5941-4881-a890-5efef5ecb3c9,75e448cf-ce11-4c5a-823d-0de2b2028eb1,2024-09-07,Toys,PayPal,,0.0,1
5aeb94f7-fee2-45b0-9d8a-96ab75ac4e27,b2941431-085b-468c-90d7-4a127a14d59a,2022-06-02,Toys,Debit Card,8566.07,,1
4d35453e-2c4d-4914-aa2d-ef5a76054ddf,9d2c4f6d-1e99-4cd7-a79b-48f88212609a,2020-08-04,Beauty,Cash,8308.44,10.0,0
927a1ee3-70cd-4058-a846-f48930b62134,ee26f4f6-0298-47f8-839d-e2ace4795070,2024-01-14,Toys,Credit Card,2733.24,0.0,0
61ddff53-cf89-4e87-83c7-af5db30f0e5b,d62e3dff-9900-4708-8743-84f697f4596c,2022-01-15,Beauty ,Cash,2209.75,10.0,0
1076bb08-ccc4-4445-b059-e55088a86e4b,47084a54-f60a-4622-acad-728b59652646,2021-03-13,Home & Kitchen,Credit Card,,50.0,0
d31a3c33-5486-46dd-b947-e1f0ec7956e3,a3a92e93-aa83-45c8-b834-c031d47955e0,2024-02-03,Clothing,Credit Card,,20.0,0
3fb7048d-09b8-4c59-9535-0c7c080cf703,3561020f-f192-49a8-89de-36ea267161dc,2024-09-14,Home & Kitchen,PayPal,3310.27,0.0,0
1d7d470b-3d00-4a09-baac-6441bac8b838,663226ee-c674-4c76-b72a-b228cbcedcf2,2023-08-24,Home & Kitchen,Cash,9072.25,20.0,0
4b3aeea8-6560-4e5a-8c9c-233949b1ff04,dcbe00c2-ef1b-4b5e-85f9-989a9df3126c,2021-03-28,Clothing,cryptocurrency,,20.0,1
b608b69b-037f-4575-8caf-8461d12622c8,d0f45b26-e39e-4707-9d19-3b1c38cf1824,2020-09-08,Home & Kitchen,PayPal,,50.0,1
e710653e-6033-423a-b448-14fbdebc4d10,f1413416-8588-4b46-8a4d-c7c45a69288d,2023-11-03,Home & Kitchen,cryptocurrency,,5.0,1
a1e0b0c8-4d49-4dc3-b7af-a51dfae606c0,da7f035e-5cdb-45a8-ab36-c1e958e87ba2,2024-03-20,Electronics,Credit Card,2033.7,15.0,0
36a86182-3a36-47d2-b2fa-812fb204969b,cc0178bb-aa5a-4260-9f21-9a5aed55f725,2025-01-21,Beauty,PayPal,614.75,10.0,1
3e6f7231-ba7d-4f88-800a-635b75bfa8ae,c2fac90e-1bb9-45f7-91d3-ef99b6aa7855,2020-12-26,Home & Kitchen,cryptocurrency,,0.0,1
5577ff54-f24d-407f-99bb-c915fb1e3d08,bf482a74-20bc-4d4f-b679-29f21468ab99,2021-09-14,Toys,Cash,,10.0,0
29768216-fa47-4f13-8e5f-4388e20c3576,6a4e079d-89fd-40ae-9eb0-06574ae36bfd,2021-04-11,Clothing,PayPal,,,0
ecddc017-ead6-4294-9bb7-738b6c48b737,e765baaa-5891-4b06-99ee-ec31db7536e4,2021-12-16,Toys,cryptocurrency,7573.1,10.0,0
24780f21-9201-43fa-8eb7-a040a37d8f7a,5c0392a7-3feb-4f53-9ef7-cf1793872eab,2020-06-27,Beauty,cryptocurrency,,0.0,0
37dffa04-5556-4971-9212-156d674c84c9,a0290d37-df80-483c-bcc8-ec7b0eb40a67,2023-01-14,Beauty ,Cash,7832.73,50.0,0
48e1f36e-d2cc-4bf7-b70f-eff0d161cbc7,eafe2540-1ce1-4995-b9a1-eb9224cc9566,2020-08-15,Home & Kitchen,PayPal,9586.09,50.0,0
d2a64283-96f8-4fd3-8059-a7c4df054d44,400aec03-71cf-42d9-adf1-0942649c80f0,2021-02-19,Toys,PayPal,2823.24,,0
b40aae79-26c6-4a5d-990e-4feefaa7708e,2a393a08-2860-41c5-9908-25cfd231d01f,2021-09-07,Electronics,Debit Card,9929.9,15.0,1
248a69f7-7e31-4c2d-a502-5320887792e7,c0358fcd-1d10-4599-bd7b-8cf6b2e88646,2022-04-29,Clothing,PayPal,,,0
2aa35435-a747-4bd8-8c1d-e60faafc9d02,b21ea987-3eeb-4d39-8278-76df839cb631,2020-06-19,Clothing,PayPal,,,1
47f28a9f-9b3e-4ea6-aa25-9b4c22bce274,39358859-4c41-43ce-9a88-052e68cf0ece,2024-12-29,Home & Kitchen,Credit Card,8663.33,50.0,1
20cab2a7-7674-4fdc-a185-0f71c24a8182,ad761ad5-0100-460a-b9f6-5c14b724d4c4,2024-03-28,Beauty ,Credit Card,,5.0,1
11ffa15c-c7c5-4a74-acdd-8ccab3e4cf10,f0d3c27e-fd08-4726-8dd1-21e1650fd801,2021-09-03,Beauty ,cryptocurrency,,5.0,0
fb6306f6-da79-4610-bcb7-df0a8937830d,d62e3dff-9900-4708-8743-84f697f4596c,2020-07-12,Toys,Credit Card,,10.0,0
de255d8c-3ea9-4a5d-be70-c2b01d540919,f324430c-5953-4b95-af27-0f562962c7b7,2022-09-19,Beauty ,cryptocurrency,1950.71,20.0,1
f6c1723c-92c0-4522-a52f-2fad5222db55,be1f893f-95c1-4ef2-8c24-564959d2eabf,2023-12-31,Electronics,cryptocurrency,4721.33,5.0,1
87118d6b-a49a-4017-9b8a-ba1cdfb75536,8f85bd7d-1202-4054-949e-49a597d4fc9b,2023-09-22,Home & Kitchen,PayPal,,50.0,1
780ebc04-c36b-46d9-869c-7230f778f8fa,5970e9e4-5eae-434f-bc2e-3ea3320dab11,2021-06-19,Home & Kitchen,Debit Card,,20.0,0
fec9b9a4-b747-4d0f-b670-885dcb6d3b70,cf65d0db-fe39-4632-9597-5d5be1686262,2022-11-07,Beauty,Cash,9858.26,,1
b36c8d83-1cbb-4fb2-870f-176d868c04b2,e1fb649d-5335-494a-9b98-1108e6f45af5,2023-05-14,Electronics,Cash,3867.46,10.0,1
1edc05c2-21fb-414f-9517-8e82d2d6c973,77964dfe-d058-47a1-b122-90a6faa206b0,2020-06-16,Home & Kitchen,PayPal,2638.97,5.0,1
8ef93e06-308c-4c88-b7a4-847800c8f8a4,74fe5af4-1607-4e76-b0eb-4b2e25acc453,2023-05-20,Electronics,Credit Card,7708.6,10.0,1
0f9fd698-0762-4d5c-8272-154ec1ce3996,cecf022a-fc93-40e6-b0f2-1a7d7e43f4dd,2023-08-25,Toys,cryptocurrency,6825.41,0.0,1
f4bc50b9-8bfb-49e9-a6cd-883ac9b57318,66a673d6-b747-40a7-afec-40981e627741,2020-10-22,Beauty,cryptocurrency,,0.0,0
b050c346-0f42-4e6a-b10b-f54d08e4d1fb,de3051da-0fd4-4f03-8d49-85223dd6e23e,2023-10-11,Home & Kitchen,Cash,4161.28,15.0,1
d367614d-514e-4dc2-b1e1-95a45545b128,d0649e28-5725-4318-8e33-50b59bad91af,2021-10-07,Clothing,cryptocurrency,2715.38,,0
83ef3b05-1fad-421b-82e1-248564742a20,25885c23-3753-4aa1-b203-f390282ad186,2021-11-15,Toys,PayPal,,15.0,1
4fff3f4b-0712-4206-9471-9ca2a8b20550,42cbffbf-e7e4-41ed-b828-949bccc2effb,2024-11-02,Home & Kitchen,Cash,9907.07,5.0,1
692c602d-edef-4053-8790-c6e534336b86,159b42d7-cb2d-45d9-a05a-66b2f815ea29,2022-11-29,Toys,PayPal,4382.28,20.0,0
ca93522f-b3c6-4df0-9025-906086c1b4d2,015af7b2-6c98-4227-a898-e8dc0f58125c,2022-05-09,Home & Kitchen,Cash,,5.0,0
217ca894-f89e-46b6-9e40-2a8ded8d2eed,9420dd64-63e4-456f-bf64-e1b795145ed2,2020-08-31,Home & Kitchen,Debit Card,3713.5,,0
3d9cab0d-0a96-4852-a4ad-1f124a7b9df9,d69ac609-2eba-4433-9fb5-41473912f25b,2021-08-29,Beauty,Credit Card,,15.0,0
f325e7ad-7067-438d-8254-3ab85c7e5b24,6f6169c2-d251-4b2c-ba32-0c3f0a5833ec,2021-12-01,Beauty ,Cash,5131.31,15.0,1
1932b4c6-ccfa-4402-9d4c-3c5ef9c661b3,000c9756-1bf4-4f0a-9caf-54ec323ddf96,2021-12-03,Beauty,Credit Card,9554.57,,0
e2b0626f-897b-415e-ba4f-c6c2dd5f7bfd,c72a286f-717b-48c0-a679-e1d5b9082a69,2023-03-06,Clothing,Cash,,20.0,1
bc835c4d-d749-43a8-af4c-382a92a3fbe1,de3051da-0fd4-4f03-8d49-85223dd6e23e,2020-04-16,Beauty,Credit Card,,10.0,0
373fa94f-1898-428f-a505-a3fb2184c48d,b6b40e99-1a0e-4c7e-85bd-793b68f6eb51,2025-01-21,Clothing,PayPal,,,1
b0dfcfe9-be1b-44b0-9a21-abe8716e3d16,7d99cdc9-7469-4e1c-a49d-33d1abd68af3,2021-04-12,Beauty,PayPal,5669.14,10.0,0
7a629194-11c7-499d-969b-323fe9503846,8dce87b1-c3f5-40e0-a82a-22974f6be336,2022-10-11,Home & Kitchen,Credit Card,2352.59,50.0,1
b0af942f-b0e9-4f3e-af02-31d973145e3e,35d6055b-ac6f-407d-90d0-9a75f2de80c5,2021-02-23,Electronics,cryptocurrency,3657.33,10.0,0
33d2b29b-5858-4cfe-9162-3243ccfed214,400aec03-71cf-42d9-adf1-0942649c80f0,2022-12-15,Toys,Cash,,20.0,1
f5f05672-ffdd-40ce-a19d-da4a132a9322,9d4ad499-db7a-4b19-91b3-ae034d3d1ec4,2020-12-11,Beauty ,PayPal,3224.61,10.0,1
37f4d8a1-7844-4a01-bc42-060a403e23e5,56e7d095-f08c-4da4-a947-5fa7f171cf1d,2024-11-22,Electronics,Debit Card,7035.23,10.0,1
33a5c079-9de9-4cef-83d6-38c4d8ebe8fc,085534ce-fb77-432a-afad-f2c0899d555d,2022-04-24,Home & Kitchen,Debit Card,,10.0,0
796938f6-f8b3-45a4-9db6-28d34e0988b5,e74550b3-f520-42f3-9cb8-08700c11a3b0,2022-07-30,Toys,Debit Card,,10.0,1
dbb7ee4b-b16d-444a-a3f4-898e4efeef59,0fe14f35-4972-409a-acf7-ce4f4ed5d2b7,2021-04-18,Electronics,Credit Card,5308.35,10.0,1
d555dc23-b5b6-4c68-be57-e1bca8675377,cfdf32d0-58e4-4970-9cb4-45d06cbf3283,2020-03-27,Beauty ,cryptocurrency,8377.63,20.0,1
75cfb185-eb9f-4b88-ae22-fef1f95b3bf3,62a7b9bd-cfa3-4396-9bb0-22969a642e2e,2020-10-27,Electronics,cryptocurrency,,10.0,0
4a8b8c95-0812-4bbb-ada0-8197be5a72ad,16d082a9-700b-4d94-a2e4-0f3bfe0d21ec,2022-05-23,Home & Kitchen,Cash,,15.0,1
572360e2-ca55-4b67-a885-9d5f48fca3c2,7726b6ea-b100-4ee5-a3e5-f10ffc74df17,2022-02-10,Home & Kitchen,Debit Card,,15.0,0
f76615d2-281e-49ef-8e17-285a203ed47d,9af14b45-a688-4d08-91d2-4bbda1934a90,2024-06-21,Home & Kitchen,Debit Card,8287.67,5.0,1
69114ceb-0714-4d8b-a83a-8699589fb6d3,3809c852-36a1-4899-8bec-ab009b367df9,2022-02-10,Electronics,Credit Card,,5.0,0
9c7df7df-01a7-4aac-9ce7-198e39602023,d2b0e44c-9d96-4607-be7d-27ac488bd95d,2021-07-22,Toys,Debit Card,,,0
23e0068b-da69-4391-8319-1e4d620c00cd,d9c83da6-8e7d-4187-963e-37560c201af6,2022-10-03,Home & Kitchen,Credit Card,,5.0,0
b6d52d81-8cc1-4b6d-9f6b-ebfe76023f59,e4e9ea66-add4-4582-a19a-1ca1d9e42694,2022-05-28,Electronics,Credit Card,,10.0,0
80407f92-3a9c-4521-9005-fc942d34ae82,ae295a61-5a10-4eb1-a335-b5bff18379cb,2020-09-10,Electronics,Cash,,15.0,1
dbc88fc1-1fb8-443f-97cb-650c1618fc7e,f93e76bd-4bfe-47af-ad4d-bcb4f79bc6bf,2022-09-11,Electronics,Debit Card,,20.0,1
0d4cce86-ea5f-40af-9dc8-a5fc8fe31582,285be5e4-ecb5-468a-aa66-f252c3b47cbd,2024-10-05,Beauty ,Cash,,20.0,1
6200fa30-e6cf-4082-9506-f83e9e8ffd08,2a9516d7-2100-45a7-a333-c013e99acecf,2024-03-01,Electronics,Cash,1847.54,50.0,0
8c11bee3-d682-4fa5-9b2e-6874b99b009b,bb466a2f-0a18-4e13-84e9-b14576557014,2022-08-28,Beauty ,Cash,,20.0,0
0ba94e5a-0c96-425c-9f1b-ffdc6abc9743,fa32a4ea-0e74-42c0-9446-ed952f6eb7d2,2023-06-16,Beauty,Cash,,10.0,1
6602dd7c-03ef-48e0-b7d9-020a1f4421d9,f46b4627-6622-43c6-84ce-c047a9a13f9f,2020-07-24,Beauty,PayPal,,10.0,0
7af1c1e3-2d3c-4054-8d0a-a71ea6b44559,1abcbd53-8cf6-4f7b-869a-1aa64c88463b,2024-09-16,Beauty,PayPal,2984.07,15.0,1
3b0a2ea6-b510-4cfe-966f-58e1ec12d803,5132d7b0-3e70-4ff9-b4a0-cc0df4c7be56,2020-03-27,Beauty,PayPal,8660.73,20.0,0
c5467cec-e816-403a-8c92-0f32296e5b74,5132d7b0-3e70-4ff9-b4a0-cc0df4c7be56,2023-02-20,Toys,cryptocurrency,5197.72,5.0,0
ae2d1e83-ff50-44a4-8bb1-fc8a5dbb1991,0e2b6fcd-9f9b-44af-adc3-b15d293c27e4,2021-02-21,Toys,Cash,,10.0,1
3cf6ae5c-3347-4694-a81e-1f1d1cf479fa,1a8250cd-c75c-4826-a715-3404596c5abd,2022-01-15,Beauty,PayPal,9779.04,15.0,1
ebacaa4b-2b6a-4230-8097-8faa0979cebf,783158ce-ec30-496f-8a40-c7aa11f9b71a,2023-07-07,Electronics,Cash,9438.32,5.0,1
85de85fa-e5d0-4bdf-99d4-85fe875c3e3e,e4e9ea66-add4-4582-a19a-1ca1d9e42694,2022-11-16,Toys,Debit Card,206.84,5.0,0
6ac86577-e225-42d4-8a96-d7fc2190e628,e0c8f928-023c-4126-ae27-28afec28a940,2021-01-08,Toys,Credit Card,,5.0,0
3d9a8a3c-c917-4267-b113-23f5ba6920f4,86cffaa9-ed3c-4704-a165-5bb7d31edd69,2021-02-03,Electronics,Cash,,20.0,1
c83637ed-95b2-4865-9df1-8b7a5c4810dd,5df3703a-7405-462b-9567-f2705c906a77,2020-05-20,Home & Kitchen,Credit Card,,10.0,0
55b3a37d-adad-4ac8-a723-1fdf774a4d01,dac35230-e3c7-412e-81dd-912704543423,2024-02-22,Beauty ,PayPal,1787.93,10.0,1
b4ac5f17-9c55-4e47-83c0-1192f97970dd,794b2db3-b6e2-43cd-930a-f84d08b0de5e,2020-07-24,Beauty,cryptocurrency,,5.0,0
905f0a22-14f3-40ea-afad-271eef9b4c0d,b5909ab9-f28d-4aa3-90ee-8c8efa98dd73,2023-02-14,Home & Kitchen,Credit Card,,0.0,1
930c2afc-b57d-406f-8359-015732800211,7d0c9a93-8558-4e38-b458-5388eeb475ed,2020-12-14,Beauty,PayPal,,20.0,1
2181d782-7266-44a7-af58-6d2828c6e1d5,5f4206b6-e65e-431c-81b9-ba2bb0ea62e7,2022-03-25,Beauty ,cryptocurrency,,,0
7c97faaa-3596-4bac-8bec-fc40c7004992,2fcd2cd8-fec3-495d-a398-4a70316cb740,2024-08-06,Electronics,Debit Card,,,0
7780fe27-3746-4e59-bc6d-0161a5eb29a3,e3783318-6d9c-436e-9d68-6bbc5d3f3e65,2024-01-05,Home & Kitchen,cryptocurrency,,15.0,1
64c4217f-5af4-43d2-b3b5-09f211bed430,4d6e49e3-f39f-4d6e-ad2b-637ee2d4f57c,2024-12-08,Toys,Cash,5204.6,,1
33b22ea1-2073-4648-931f-879964dbe4fb,8a374c04-85a0-4880-8242-8d2686850619,2022-10-02,Electronics,PayPal,,,1
513678c5-eb60-4bc7-86bc-433137a1fc3b,e4e9ea66-add4-4582-a19a-1ca1d9e42694,2021-03-02,Beauty ,Credit Card,8745.45,0.0,0
77b80474-aaea-4720-9a3d-30aad58c93d0,2d1628e2-929d-40d7-a646-3ac8e7eef0c5,2020-06-21,Clothing,Credit Card,697.5,0.0,0
7ccd1f84-ddca-4998-8ec4-c9a697a97e0e,a528540c-68ba-411b-9928-85ed84d3a5a2,2022-08-15,Beauty ,cryptocurrency,7623.93,15.0,1
73ac9f39-1954-4aad-b19d-014c600114da,e2dea7f7-15af-4869-80f9-670a86c28e2e,2025-02-06,Clothing,Credit Card,7169.21,5.0,1
aa2aea8c-42fc-43ae-bcde-ec4ab4accc5e,25885c23-3753-4aa1-b203-f390282ad186,2022-05-21,Electronics,Cash,5678.53,20.0,1
8e9c2f1d-e02e-45f5-a84f-13869ad06f11,54d09df0-e7f6-44d3-a387-7c0f005ee2b4,2021-07-24,Toys,Credit Card,6423.95,10.0,1
408a13a0-f9c4-496e-8e1d-b55ffd0b66cb,3d7b950b-dd1a-481a-ae32-e79cdb6a0713,2021-01-21,Electronics,Cash,,5.0,0
1b5de40d-3dc9-45b2-8691-49a4b746d179,d0649e28-5725-4318-8e33-50b59bad91af,2022-07-04,Beauty,Credit Card,,5.0,0
eb6e4fd5-fe5c-4d48-8662-873595c690a3,7078676a-d633-4a4a-b247-d9c77eff0f16,2023-09-23,Electronics,Cash,,20.0,0
1e77e5f3-5993-472d-b3f8-96bf5802e011,fb04860d-582c-46fc-a0f3-dd18c5885e50,2021-06-30,Home & Kitchen,Cash,8558.98,0.0,0
689f8b6e-8df2-454b-8c43-7373b1c7364b,875e902f-5818-41b6-a404-e536681d02db,2024-10-27,Home & Kitchen,PayPal,7415.85,15.0,0
cc12651f-88d1-459e-bb66-99e5a37a15c9,450a0c58-9ab1-475d-909c-69c381bf8575,2024-02-29,Home & Kitchen,Cash,8479.18,20.0,0
4fc83754-ced1-47ab-ba54-aaf3583d9b2e,41d50dfb-146b-44af-9357-35c4bc8f7258,2020-05-30,Toys,Debit Card,7096.22,,1
a502868d-622e-4e11-a0d4-570f92a9aedc,3ab933f0-f40f-4b47-8268-0195cee67cd6,2023-05-11,Beauty ,cryptocurrency,,0.0,1
f08898f4-2e81-4725-b225-a7a9ca071ae4,bfd33f54-a6f1-4935-8bb9-19b7c9a07a65,2023-01-10,Home & Kitchen,PayPal,,15.0,0
b48f2239-7560-4944-b24d-d7451fab2db6,db3abd14-2d00-41b6-8c2a-dcdaaa6753e3,2024-04-09,Toys,Cash,8753.43,15.0,0
0377ddc3-bb9a-4bca-9893-4c7ab433a286,bbe15004-56e5-42c4-bb85-c3d4d5d74b35,2024-10-12,Beauty ,cryptocurrency,170.45,0.0,0
e7573ba6-b4cd-4aaa-b259-4c4653517c40,a796549f-88b5-45d0-aa0d-09c9856f2195,2020-03-03,Clothing,PayPal,2896.93,15.0,0
ff8e340a-3fdc-405c-b6bf-e9f034324c86,3e06d18b-013d-40cd-a0d2-57d3f52f18e3,2021-07-31,Beauty,Debit Card,,15.0,0
3d0ecf4d-e1ab-4dfd-9f95-2c1aea7189dd,06ec22b7-73e0-4d6a-bfc0-43ad9c09e580,2022-05-04,Electronics,Cash,8051.34,5.0,1
232f9c53-2cf2-4493-bbeb-cf2d9052ee30,c07af017-bb5d-42c4-8c4a-50262503494d,2020-09-02,Home & Kitchen,cryptocurrency,4424.96,20.0,0
087358ac-8ded-452c-aede-60061d4baedb,e69deb06-b268-4ca1-99a6-91de504f2c2f,2024-03-01,Beauty,Credit Card,6292.68,15.0,0
c754353a-78d5-4dc1-a1b4-bd2886343b69,f477713c-35c3-483d-ab8a-ed5300cc1029,2023-03-25,Beauty ,cryptocurrency,,10.0,0
b28d82a6-1a9c-47f5-a8ab-7c859d7a0126,61ceda30-56d4-4a59-a1e5-aa8c8035457c,2024-06-16,Clothing,cryptocurrency,8400.7,50.0,0
